Entity name,Doing Business As,Unique Entity ID,Address Line 1,Address Line 2,City,State,Country,ZipCode,CAGE/NCAGE,Purpose of Registration (POR),Entity Status,Expiration Date
Intaerobase ,,RKCQQ94X66D5,"SUITE NO. 3, GULSHAN-E-DASTAGIR ZC-9, ","BLOCK-7, GULSHAN-E-IQBAL",Karachi,SINDH,PAK,75300,STLX0,All Awards,Submitted Registration,NA
